id,username,created_at,lng,lat,text,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,stevpm,Fri Apr 22 05:49:18 +0000 2022,39.2823905,-6.8788115,Hapa,,,,😃,,,,,,,,,,,,,,,,,,,,,
1.52E+18,epmccom,Fri Apr 22 05:49:28 +0000 2022,-115.223125,36.232915,@Ukraine,,,,VLADIMIR,PUTIN,IS,INSANE,WILL,USE,,WEAPONS,IF,HE,IS,BACK,IN,A…,https://t.co/CZmaeO0zGR,,,,,,,
1.52E+18,epmccom,Fri Apr 22 05:49:39 +0000 2022,-115.223125,36.232915,@10DowningStreet,,,,VLADIMIR,PUTIN,IS,INSANE,WILL,USE,,WEAPONS,IF,HE,IS,BA…,https://t.co/wodXzkaoHo,,,,,,,,,
1.52E+18,tkntobi,Fri Apr 22 05:49:42 +0000 2022,139.516665,35.833063,ウクライナ🇺🇦colorでZがひっくり返ったNを買った#Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,epmccom,Fri Apr 22 05:49:55 +0000 2022,-115.223125,36.232915,@ResistUA,,,,VLADIMIR,PUTIN,IS,INSANE,WILL,USE,,WEAPONS,IF,HE,IS,BACK,IN,A…,https://t.co/T9RuZnshIW,,,,,,,
1.52E+18,MayamuyeDzimba,Fri Apr 22 05:49:59 +0000 2022,28.060613,-26.058708,@SongezoZibi,,,,nyimpi,everyhere...,"Afghanistan,","Syria,","Palestine,",Yemen,,in,Ukraine...,Who,are,the,architecturers?,,,,,,,,,
1.52E+18,epmccom,Fri Apr 22 05:50:08 +0000 2022,-115.223125,36.232915,@InvestorHumbl,,,,VLADIMIR,PUTIN,IS,INSANE,WILL,USE,,WEAPONS,IF,HE,IS,BACK…,https://t.co/MEuHCJsmcH,,,,,,,,,
1.52E+18,epmccom,Fri Apr 22 05:50:27 +0000 2022,-115.223125,36.232915,@CanadianUkrain1,,,,VLADIMIR,PUTIN,IS,INSANE,WILL,USE,,WEAPONS,IF,HE,IS,BA…,https://t.co/uXzZVDHsBB,,,,,,,,,
1.52E+18,teragramus,Fri Apr 22 05:50:49 +0000 2022,-122.14403,37.414371,@kurtisalee,,,,lol..latimes,on,ukraine,,,,,,,,,,,,,,,,,,,
1.52E+18,Shubham285354,Fri Apr 22 05:54:21 +0000 2022,85.8112985,25.9041185,@kassan9155,,,,me,one,reason,why,India,will,,Ukraine??,They,always,voted,again…,https://t.co/mt4BIgIM51,,,,,,,,,
1.52E+18,LENAWIL55004729,Fri Apr 22 05:54:24 +0000 2022,-96.7349005,33.0612425,@doxie53,,,,world,that,we,once,had,doesn't,,anymore.,Countries,are,dragging,their,feet,when,it,com…,https://t.co/4QHCWFwakD,,,,,
1.52E+18,kareninovich,Fri Apr 22 05:54:46 +0000 2022,1.868862,50.9527485,cette,,,,fait,des,cauchemars,en,Ukraine,,,,,,,,,,,,,,,,,
1.52E+18,MarianMatys,Fri Apr 22 05:55:33 +0000 2022,14.5517825,50.9526725,Německo,,,,zklamání,co,jsem,mezi,zeměmi,viděl.,,mil,je,úplně,k,"smíchu,",nebo,"pláči,",těžko,říc…,https://t.co/aV25awiaL0,,,,,
1.52E+18,Stone_SkyNews,Fri Apr 22 05:55:43 +0000 2022,31.181446,48.382929,In,,,,an,old,man,called,Mikhaelo,and,,wife,Maria.,Only,when,I,got,"closer,",I,noticed,he,had,tears,rol…,https://t.co/wWlMFdd1YP,
1.52E+18,samurai_antonio,Fri Apr 22 05:55:43 +0000 2022,-98.5406515,29.417501,@OgouBadagris,,,,By,supplying,Ukraine,with,internet,he's,,his,concept,has,r…,https://t.co/CoNRHVFyLj,,,,,,,,,,
1.52E+18,Kalomel2012,Fri Apr 22 05:56:08 +0000 2022,7.0591345,49.3829855,@farfallecoder,,,,es!,Was,heisst,hier,Völkerrecht?,Das,,Putin,scheisst,da,drauf!,Man,darf…,https://t.co/nwYDjw7Ezj,,,,,,,,
1.52E+18,NathalieLoiseau,Fri Apr 22 05:56:25 +0000 2022,2.347003,48.8588335,La,,,,solidaire,de,l’Ukraine,et,connaissant,parfaitement,,risque,"russe,",souhai…,https://t.co/0QMNlOsuNm,,,,,,,,,,,
1.52E+18,rdsathene,Fri Apr 22 05:56:42 +0000 2022,-118.4119065,34.0207895,There's,,,,dying,in,the,streets,of,Los,,and,this,monster,keeps,sending,money,to,Nazis.…,https://t.co/kzHUyZFgf3,,,,,,
1.52E+18,CioniNicole,Fri Apr 22 05:57:09 +0000 2022,2.457877,48.891758,@sardine33000,,,,",on",pense,à,l,Ukraine.bonne,journée,,,,,,,,,,,,,,,,
1.52E+18,federicoalves,Fri Apr 22 05:57:17 +0000 2022,-83.804475,27.698682,Stalin,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,bephillip33,Fri Apr 22 05:58:33 +0000 2022,-76.908404,38.7503225,https://t.co/0zHhn7oLHP,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,SarahAshtonLV,Fri Apr 22 05:59:19 +0000 2022,31.181446,48.382929,Good,,,,🇺🇦Just,a,reminder:Putin,is,a,dickhead...in,,languageПу́тин,—,хуйло́,(Putin,–,h…,https://t.co/sZ1IocDTDF,,,,,,,,
1.52E+18,GiorgioVienna,Fri Apr 22 05:59:32 +0000 2022,16.3798455,48.22012,Wie,,,,Christen,heuer,in,Russland,und,in,,Ukraine,Ostern,feiern?,Sie,haben,denselben,"Glauben,…",https://t.co/3l123msUVE,,,,,,,
1.52E+18,RichardAvenel,Fri Apr 22 05:59:39 +0000 2022,-1.311389,46.3191865,Il,,,,!,,,,,,,,,,,,,,,,,,,,,
1.52E+18,S_tiivi,Fri Apr 22 06:00:08 +0000 2022,19.4805905,51.7733655,Great!,,,,took,"#PutinsWar,",#PutinWarCrimes,and,a,huge,,of,suffering,of,innocent,people,to,bring,it,a…,https://t.co/OshUu7Dlgo,,,,,
1.52E+18,sbasdeo1,Fri Apr 22 06:00:38 +0000 2022,-1.382771,53.7930975,I,,,,meant,to,be,an,out,and,,racist?,Yet,here,he,"is,",inviting,immigrants,over.,🤷‍♂️,,,,,,
1.52E+18,djw92,Fri Apr 22 06:00:45 +0000 2022,1.270739,52.667282,Praying,,,,today,🇺🇦,https://t.co/9FnUs0MNHy,,,,,,,,,,,,,,,,,,,
1.52E+18,TommyTopic,Fri Apr 22 06:01:19 +0000 2022,-3.7035075,40.4777945,@CanadianUkrain1,,,,on,tight!,,,,,,,,,,,,,,,,,,,,
1.52E+18,ReginaZaugg3,Fri Apr 22 06:01:46 +0000 2022,7.681919,46.694121,@DuezenTekkal,,,,alles,gegen,die,Kurden,nur,das,,längst,gegen,die,Kurden,Krieg,führt,nur,ist,au…,https://t.co/z0xJQVeaRY,,,,,
1.52E+18,MySocialMedia6,Fri Apr 22 06:02:36 +0000 2022,145.0531355,-37.9725665,This,,,,strong on security,and,stepping up,with,a,plan,,in,this,"instancen,",with,our…,https://t.co/zBCW0JPvRL,,,,,,,,,
1.52E+18,PebbleGreen2,Fri Apr 22 06:02:38 +0000 2022,-123.1308365,49.1742415,Woah,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,ChanDannyTse2,Fri Apr 22 06:03:17 +0000 2022,-122.818486,49.111519,https://t.co/F0T7miMDX8Elon,,,,up,to,something!,It's,not,like,,to,give,us,distraction,about,securing…,https://t.co/0r4KINKnhA,,,,,,,,
1.52E+18,realbiola,Fri Apr 22 06:03:38 +0000 2022,-86.1429225,39.7795625,I,,,,why,Russia,invaded,Ukraine,with,so,,aggression,killing,innocent,people,and,destroying,an,ent…,https://t.co/K2dwcjgMyU,,,,,,
1.52E+18,VeldaRSmith1,Fri Apr 22 06:03:43 +0000 2022,-111.867825,33.215025,So,,,,peaceful,nation!,,,,,,,,,,,,,,,,,,,,
1.52E+18,Puja50966994,Fri Apr 22 06:04:32 +0000 2022,78.420229,23.970895,Biden announces $800 million in Ukraine defense aid as fighting continues in Mariupol,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,james_levinson,Fri Apr 22 06:05:00 +0000 2022,32,49,Just,,,,@,Ukraine,https://t.co/y65Qg2iH0v,,,,,,,,,,,,,,,,,,,
1.52E+18,ukraineforum,Fri Apr 22 06:05:32 +0000 2022,30.52349099,50.45034932,Russland-Ukraine-Ticker:,,,,Präsident,Emmanuel,Macron,hat,im…,https://t.co/OcnF8PSKtI,,,,,,,,,,,,,,,,
1.52E+18,zombiekiller974,Fri Apr 22 06:05:40 +0000 2022,8.070338,52.2039625,Ich,,,,Mein,Land,Deutschland.,Das,Wir,Deutschen,,Ukraine,So,Im,Stich,Lassen,💔😢,@Bundeskanzler,Sie,S…,https://t.co/NAnEnvns0g,,,,,
1.52E+18,zombiekiller974,Fri Apr 22 06:05:41 +0000 2022,8.070338,52.2039625,I,,,,my,country,Germany.,That,we,Germans,,abandoning,Ukraine,like,this,💔😢,Federal,Chancellor,You,are…,https://t.co/rBsmWe3kw7,,,,,
1.52E+18,AlvaShayDay,Fri Apr 22 06:05:55 +0000 2022,113.9976415,22.4571905,如果沒有西醫，祇有中醫，全中國人民早就對奧米克戎形成了全體免疫，第一次對西醫深惡痛絕，沒有核酸檢測，沒有抗原檢測，就不會有陽性，按照中醫幾千年來就是火氣旺盛，吃多幾副草藥，要都能解決問題。#奧米克戎,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,BendlerBlogger,Fri Apr 22 06:06:06 +0000 2022,8.2485705,50.072868,Wir,,,,die,ethnischen,Säuberungen,im,Osten,der,,fördern,und,darauf,"drängen,",die,Gebiete…,https://t.co/eSFzcC8QaB,,,,,,,,
1.52E+18,VeldaRSmith1,Fri Apr 22 06:06:37 +0000 2022,-111.867825,33.215025,Must’ve,,,,in,the,USA,not,Russia!,,,,,,,,,,,,,,,,,
1.52E+18,DiJolliffe,Fri Apr 22 06:06:38 +0000 2022,-2.9870915,51.2621435,Totally,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,BrianlifeMiguel,Fri Apr 22 06:07:31 +0000 2022,-117.104989,32.810012,@MurgaUSA,,,,calcular,la,inflación,por,la,guerra,,Ukraine,,,,,,,,,,,,,,
1.52E+18,xanthus_rotgut,Fri Apr 22 06:08:23 +0000 2022,-73.9685415,40.780709,Sheepshead,,,,sleeping,into,Midwood?Ukraine,Village,past,Chinatown.,,know,the,commies,are,dyfuncti…,https://t.co/93IeuwZ1fS,,,,,,,,,
1.52E+18,zombiekiller974,Fri Apr 22 06:09:48 +0000 2022,8.070338,52.2039625,Slava,,,,Ukraineчесть,України,,,,,,,,,,,,,,,,,,,,
1.52E+18,AlexisEzembe,Fri Apr 22 06:09:49 +0000 2022,11.760826,4.697107,Voilà,,,,tombent,en,Ukraine,sans,intervention,de,,communauté,internationale,ou,même,des,ONG,dits,défe…,https://t.co/gg5yMlVEMT,,,,,,
1.52E+18,reiznieks,Fri Apr 22 06:11:46 +0000 2022,24.1832465,56.813842,“If,,,,to,slaughter,their,Slavic,brothers,in,,why,would,it,not,do,the,same,thing,with,Finland?…,https://t.co/vSn6yEEVfc,,,,
1.52E+18,YingHuiThe,Fri Apr 22 06:13:03 +0000 2022,-0.173115,51.5248355,@BBCNews,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,ChanDannyTse2,Fri Apr 22 06:13:29 +0000 2022,-122.818486,49.111519,U.S.,,,,to,Second,Russia-NATO,Front,Under,Pressure,,on,his,las…,https://t.co/df8wDwSopC,,,,,,,,,,,
